employee_id,age,country,industry,work_mode,year,weekly_hours_worked,tasks_completed,productivity_score,sleep_hours_avg,exercise_frequency_per_week,mental_health_score,burnout_level,job_satisfaction,salary_usd
EMP020329,40,France,Retail,Remote,2019,41.2,113,100,8.4,1,100,Low,9.9,132962.13
EMP020330,36,Australia,Education,Remote,2019,38.0,90,100,6.9,6,100,Low,9.8,138669.45
EMP020331,48,USA,Finance,Hybrid,2018,50.2,82,100,8.3,3,100,Medium,9.3,134668.11
EMP020332,31,UK,Retail,Hybrid,2021,41.1,100,96,5.6,4,98,Low,10.0,117871.81
EMP020333,47,India,Retail,On-site,2024,41.2,81,100,8.2,4,100,Low,9.7,108726.94
EMP020334,44,Australia,Education,Hybrid,2018,49.8,108,100,7.3,0,100,Medium,10.1,58904.46
EMP020335,51,Canada,Finance,Hybrid,2023,51.2,107,92,5.5,1,82,Medium,8.1,74144.93
EMP020336,22,Italy,Healthcare,Remote,2018,46.6,94,96,6.3,0,100,Medium,9.6,145649.75
EMP020337,42,India,Finance,Remote,2025,47.2,111,93,6.3,5,94,Medium,10.1,49983.2
EMP020338,26,USA,Education,Hybrid,2018,42.4,80,100,6.4,5,100,Low,10.3,62482.83
EMP020339,29,Germany,Finance,Remote,2025,30.3,99,90,4.1,2,89,Low,8.7,77675.57
EMP020340,32,USA,Healthcare,Hybrid,2022,33.6,98,100,7.2,6,100,Low,10.7,33650.63
EMP020341,41,Australia,Education,On-site,2025,52.0,73,82,4.4,1,88,High,9.1,117668.47
EMP020342,27,India,Education,Hybrid,2019,45.7,99,100,5.0,5,92,Medium,9.6,125183.95
EMP020343,35,Canada,Retail,Remote,2025,55.6,90,100,7.6,0,87,High,9.0,35205.21
EMP020344,28,UK,Education,On-site,2018,32.1,89,100,8.2,0,100,Low,10.8,129068.67
EMP020345,30,France,Retail,Hybrid,2022,51.8,78,84,4.6,4,74,Medium,6.7,88503.01
EMP020346,49,Australia,Finance,Hybrid,2020,50.6,105,98,7.3,6,95,Medium,9.4,139659.62
EMP020347,40,UK,Education,Remote,2022,56.7,87,78,5.7,1,91,High,8.6,116324.01
EMP020348,50,Canada,Finance,Hybrid,2024,38.3,94,95,4.7,6,97,Low,10.2,93642.83
EMP020349,58,Germany,Retail,Remote,2019,50.5,100,92,5.3,0,85,Medium,9.3,122441.72
EMP020350,24,Australia,Retail,Remote,2018,51.8,106,96,8.7,0,100,Medium,10.1,38473.99
EMP020351,25,France,Retail,Hybrid,2019,32.0,81,100,7.5,6,100,Low,9.0,115931.66
EMP020352,52,USA,Finance,On-site,2025,31.9,85,97,5.3,5,95,Low,9.7,146136.81
EMP020353,45,Canada,Retail,On-site,2024,54.0,75,83,4.9,1,75,High,7.3,104206.06
EMP020354,40,Australia,Healthcare,On-site,2019,39.5,88,100,6.0,2,99,Low,9.2,82833.69
EMP020355,53,India,Education,Remote,2019,33.4,100,100,5.5,5,100,Low,9.6,144899.62
EMP020356,34,Italy,Finance,Remote,2022,51.8,64,79,4.8,4,84,Medium,7.8,82222.43
EMP020357,34,France,Finance,On-site,2020,36.7,109,100,6.2,4,99,Low,9.0,116753.7
EMP020358,53,Australia,Finance,Remote,2024,42.0,79,89,4.3,6,93,Low,9.4,86181.24
EMP020359,38,India,Education,Remote,2021,40.8,82,100,7.5,6,100,Low,10.5,60129.23
EMP020360,26,Canada,Finance,Remote,2019,45.2,108,94,4.8,6,86,Medium,9.4,74626.27
EMP020361,43,Australia,Retail,Hybrid,2025,54.5,72,78,4.7,3,85,High,9.5,78929.22
EMP020362,48,Australia,Retail,Hybrid,2019,51.6,116,100,8.7,6,100,Medium,9.3,58967.04
EMP020363,35,USA,Retail,Remote,2021,50.4,86,76,5.0,2,89,Medium,9.0,105672.7
EMP020364,44,Australia,Retail,Remote,2022,37.8,78,88,4.7,3,90,Low,8.6,52689.66
EMP020365,58,UK,Finance,On-site,2024,51.5,75,78,4.1,0,78,Medium,7.0,54960.34
EMP020366,25,Australia,Healthcare,Remote,2019,43.6,92,98,6.3,0,100,Low,9.3,81223.51
EMP020367,50,France,Retail,On-site,2020,50.1,100,93,4.9,4,93,Medium,9.5,133022.42
EMP020368,37,France,Education,Hybrid,2019,30.1,86,100,6.0,3,100,Low,9.0,37018.1
EMP020369,49,France,Healthcare,Hybrid,2021,49.6,80,86,6.2,1,88,Medium,8.8,130197.84
EMP020370,54,Canada,Tech,On-site,2020,32.2,84,100,6.3,0,99,Low,9.1,105419.73
EMP020371,42,India,Retail,Hybrid,2022,55.1,82,100,7.3,6,100,High,10.9,123801.22
EMP020372,55,Australia,Finance,On-site,2022,53.5,97,100,7.9,5,95,High,9.6,99281.1
EMP020373,37,Canada,Education,Hybrid,2023,55.1,68,84,5.2,5,88,High,8.3,49259.71
EMP020374,21,UK,Healthcare,On-site,2019,48.5,89,83,5.5,3,85,Medium,8.9,100083.3
EMP020375,26,UK,Finance,Remote,2022,42.1,114,98,5.0,4,100,Low,10.8,38105.87
EMP020376,37,France,Education,Remote,2023,33.3,97,98,5.5,1,99,Low,10.7,80988.72
EMP020377,42,France,Finance,On-site,2020,36.2,77,97,5.1,1,99,Low,9.8,88618.97
EMP020378,45,Germany,Retail,Hybrid,2023,35.5,84,100,8.4,3,100,Low,9.9,65509.39
EMP020379,40,Italy,Education,Hybrid,2024,44.2,95,87,5.5,2,95,Medium,8.7,64704.96
EMP020380,28,Australia,Tech,Hybrid,2021,42.9,92,86,4.0,2,95,Low,8.8,132968.56
EMP020381,25,UK,Tech,On-site,2022,59.4,107,95,8.7,3,94,High,9.5,43311.71
EMP020382,32,Australia,Tech,Remote,2022,45.6,86,100,8.6,6,100,Medium,9.4,50425.57
EMP020383,30,Canada,Education,Remote,2023,46.5,89,91,5.0,6,83,Medium,9.3,84166.41
EMP020384,49,Germany,Tech,On-site,2022,38.4,86,100,8.8,1,100,Low,10.7,81216.38
EMP020385,41,UK,Tech,On-site,2022,32.2,97,98,4.3,2,100,Low,9.5,77226.73
EMP020386,33,Italy,Tech,Remote,2020,57.9,86,83,6.1,3,98,High,9.2,86434.24
EMP020387,41,India,Retail,On-site,2025,48.0,113,100,8.5,1,100,Medium,9.5,37895.8
EMP020388,21,USA,Retail,Hybrid,2021,33.6,89,99,5.2,5,98,Low,9.0,105274.94
EMP020389,49,USA,Education,Hybrid,2021,55.7,86,88,5.2,4,91,High,8.9,57867.82
EMP020390,44,USA,Healthcare,Remote,2025,57.9,98,88,5.7,4,92,High,10.0,84173.92
EMP020391,56,Germany,Finance,On-site,2025,33.2,75,94,4.8,4,94,Low,9.5,134653.04
EMP020392,40,France,Tech,On-site,2021,36.9,114,100,8.8,6,100,Low,9.9,111742.78
EMP020393,52,Italy,Tech,On-site,2021,38.3,87,93,6.0,5,94,Low,9.5,86709.38
EMP020394,26,USA,Healthcare,Remote,2022,48.0,110,100,7.6,4,100,Medium,9.4,117259.68
EMP020395,29,Germany,Education,On-site,2019,30.8,113,100,4.7,3,85,Low,7.6,49180.73
EMP020396,45,France,Tech,Remote,2022,46.7,84,95,6.1,3,100,Medium,10.9,116081.95
EMP020397,39,India,Retail,On-site,2020,32.0,100,100,6.2,6,100,Low,10.8,146477.17
EMP020398,48,Canada,Tech,Hybrid,2021,38.3,110,100,5.5,4,97,Low,9.3,104926.5
EMP020399,39,Germany,Finance,Hybrid,2022,50.0,83,98,8.4,5,100,Medium,10.2,123493.09
EMP020400,30,India,Retail,Remote,2024,39.2,82,100,7.8,3,100,Low,11.0,82120.4
EMP020401,39,Italy,Retail,Remote,2018,46.4,90,100,6.0,0,92,Medium,9.5,130904.07
EMP020402,22,India,Tech,Remote,2021,54.1,91,97,7.4,1,99,High,10.6,70303.8
EMP020403,33,Australia,Finance,Remote,2018,36.7,102,100,8.4,4,100,Low,9.7,89529.78
EMP020404,21,USA,Retail,Remote,2021,59.4,88,99,8.2,4,100,High,9.8,57930.39
EMP020405,43,Germany,Education,On-site,2019,43.3,80,94,6.8,4,100,Low,11.0,55968.45
EMP020406,57,UK,Finance,On-site,2024,43.0,93,94,4.9,1,90,Low,9.7,140527.52
EMP020407,41,Canada,Tech,On-site,2023,54.4,94,93,6.3,2,90,High,9.0,121197.82
EMP020408,49,Germany,Healthcare,Hybrid,2021,39.5,106,100,7.5,6,100,Low,9.2,131105.21
EMP020409,47,France,Tech,On-site,2023,57.4,112,96,6.4,6,88,High,8.5,127133.38
EMP020410,45,Italy,Education,Hybrid,2018,36.1,113,100,7.9,4,100,Low,10.5,109997.9
EMP020411,54,USA,Healthcare,Hybrid,2022,46.3,101,97,5.0,5,93,Medium,10.0,118685.15
EMP020412,39,France,Healthcare,Remote,2022,57.7,62,70,4.4,4,64,High,6.3,45617.22
EMP020413,34,India,Education,On-site,2025,60.0,81,93,8.5,0,100,High,9.5,126728.6
EMP020414,53,Italy,Healthcare,Hybrid,2018,49.5,74,85,5.5,2,94,Medium,10.2,132825.41
EMP020415,47,France,Education,Remote,2018,42.3,105,100,8.0,4,100,Low,9.5,95769.46
EMP020416,54,Italy,Education,Hybrid,2023,56.6,104,100,8.8,6,100,High,10.9,30935.04
EMP020417,23,Italy,Retail,Remote,2020,50.6,116,100,8.1,6,100,Medium,9.3,104446.21
EMP020418,50,USA,Finance,Hybrid,2018,35.4,88,94,4.1,4,84,Low,8.9,67737.84
EMP020419,38,Canada,Retail,Hybrid,2018,51.4,115,100,8.0,3,100,Medium,9.6,92394.25
EMP020420,58,Canada,Retail,On-site,2019,38.9,84,86,4.3,4,82,Low,7.4,147587.5
EMP020421,42,Germany,Healthcare,Remote,2021,51.9,102,88,5.8,6,90,Medium,9.8,41701.91
EMP020422,37,Australia,Finance,Remote,2023,33.4,84,100,6.9,3,100,Low,9.4,126108.3
EMP020423,30,USA,Finance,Remote,2020,36.9,100,97,4.0,4,98,Low,10.6,80340.9
EMP020424,46,Italy,Education,Remote,2022,50.5,80,97,7.4,3,97,Medium,10.5,93266.41
EMP020425,56,UK,Retail,On-site,2024,47.4,81,100,8.0,4,100,Medium,10.8,33452.97
EMP020426,21,Italy,Tech,Remote,2025,52.1,78,86,4.8,1,85,High,8.7,50564.31
EMP020427,39,Australia,Tech,Remote,2019,53.4,80,87,6.6,4,96,High,10.4,54443.52
EMP020428,44,Italy,Tech,Hybrid,2024,40.1,91,87,4.3,6,79,Low,8.4,128192.55
EMP020429,37,Australia,Education,On-site,2020,36.5,94,100,8.9,3,100,Low,10.2,134679.68
EMP020430,55,India,Tech,Remote,2019,47.2,102,100,7.2,5,100,Medium,9.4,43320.67
EMP020431,47,India,Retail,On-site,2021,39.1,112,100,7.9,0,100,Low,9.1,51875.15
EMP020432,23,Canada,Education,Remote,2025,57.0,79,76,4.4,4,83,High,8.8,147221.95
EMP020433,37,Canada,Healthcare,Hybrid,2023,32.5,106,100,8.8,3,100,Low,9.8,70247.69
EMP020434,59,Australia,Education,On-site,2020,55.8,113,95,7.6,0,100,High,10.6,92142.39
EMP020435,46,UK,Finance,On-site,2020,43.2,100,86,4.4,4,87,Low,9.6,92292.11
EMP020436,48,Germany,Tech,On-site,2023,46.6,105,100,8.7,5,100,Medium,10.8,93961.61
EMP020437,55,India,Tech,Remote,2025,42.5,87,92,5.4,2,92,Low,10.2,84537.61
EMP020438,45,UK,Finance,On-site,2019,32.6,110,99,4.8,6,100,Low,10.9,125445.44
EMP020439,24,Canada,Retail,Remote,2025,58.3,101,93,8.4,1,98,High,9.7,144673.65
EMP020440,41,Canada,Tech,Remote,2020,58.6,81,85,6.7,1,90,High,8.6,111245.07
EMP020441,50,Australia,Tech,On-site,2021,30.5,111,100,8.0,6,100,Low,10.4,133913.59
EMP020442,24,India,Tech,Remote,2020,48.4,91,100,8.9,1,100,Medium,11.0,73053.72
EMP020443,41,India,Education,Remote,2025,33.5,76,89,4.4,2,99,Low,9.1,85283.84
EMP020444,52,UK,Healthcare,On-site,2018,37.8,100,100,6.8,0,100,Low,10.0,143027.33
EMP020445,38,Canada,Education,On-site,2023,47.9,77,96,5.5,1,86,Medium,9.1,50289.91
EMP020446,52,Canada,Education,On-site,2024,52.3,108,91,6.3,0,97,High,9.1,47055.55
EMP020447,45,Germany,Retail,Remote,2021,33.2,88,100,9.0,3,100,Low,10.3,66107.21
EMP020448,43,France,Retail,Remote,2022,33.5,118,100,5.4,0,100,Low,9.7,34825.18
EMP020449,40,Australia,Finance,Remote,2018,31.6,83,100,8.6,2,100,Low,10.3,36170.16
EMP020450,40,India,Retail,Hybrid,2018,40.8,80,100,8.7,2,100,Low,9.2,66596.29
EMP020451,25,Australia,Tech,Hybrid,2025,41.1,88,100,4.4,2,93,Low,9.2,88144.61
EMP020452,47,Italy,Finance,Hybrid,2019,50.0,92,97,6.3,4,86,Medium,8.2,141732.98
EMP020453,42,France,Tech,Remote,2019,47.3,95,90,6.7,4,97,Medium,9.5,34553.43
EMP020454,44,Germany,Retail,Hybrid,2021,58.2,78,79,4.5,4,76,High,7.4,45505.59
EMP020455,32,UK,Healthcare,Hybrid,2018,50.9,102,95,5.8,6,89,Medium,9.3,105989.14
EMP020456,50,USA,Retail,Remote,2020,58.0,72,66,4.1,5,68,High,7.0,49354.3
EMP020457,33,Australia,Retail,Hybrid,2021,52.0,72,79,4.4,2,82,Medium,8.6,142471.74
EMP020458,24,USA,Retail,Remote,2019,56.1,85,92,7.3,2,94,High,9.0,46656.35
EMP020459,27,Australia,Finance,Remote,2024,43.7,98,100,8.0,0,100,Low,10.5,95239.11
EMP020460,59,Canada,Healthcare,Remote,2021,37.4,95,89,4.8,3,99,Low,10.2,67384.27
EMP020461,30,Australia,Finance,Hybrid,2019,33.4,103,100,8.7,4,100,Low,10.3,141440.12
EMP020462,58,India,Finance,Remote,2022,32.0,96,100,8.7,4,100,Low,9.1,139583.48
EMP020463,58,Germany,Healthcare,Remote,2018,34.8,105,100,5.3,0,100,Low,10.6,117964.94
EMP020464,53,Australia,Tech,Remote,2018,47.8,93,99,8.1,2,100,Medium,10.9,109198.59
EMP020465,34,Italy,Finance,Hybrid,2019,40.0,86,99,6.6,4,100,Low,9.0,60565.07
EMP020466,38,Germany,Education,Hybrid,2018,50.5,74,79,4.8,6,78,Medium,8.5,85664.76
EMP020467,42,Italy,Retail,Hybrid,2025,51.7,111,100,8.3,4,100,Medium,9.0,69836.15
EMP020468,43,Australia,Tech,Remote,2024,36.6,99,100,8.0,6,100,Low,9.4,141178.54
EMP020469,22,UK,Retail,On-site,2021,40.3,107,99,6.8,3,100,Low,9.5,90553.75
EMP020470,39,UK,Education,On-site,2021,43.0,109,97,6.2,0,100,Low,9.6,132027.62
EMP020471,52,Germany,Finance,On-site,2023,39.1,77,96,5.2,4,94,Low,9.4,32477.64
EMP020472,54,USA,Healthcare,Remote,2018,41.0,114,97,4.7,4,97,Low,9.4,59609.61
EMP020473,29,UK,Tech,On-site,2023,30.9,89,100,5.4,3,100,Low,10.5,106882.47
EMP020474,53,Italy,Finance,Hybrid,2021,54.0,96,81,6.5,6,88,High,7.9,70389.02
EMP020475,28,Germany,Finance,On-site,2020,33.8,80,100,8.0,4,100,Low,10.1,92365.62
EMP020476,29,India,Education,On-site,2019,48.1,101,91,4.9,0,91,Medium,8.1,140389.27
EMP020477,37,Australia,Finance,Hybrid,2020,44.2,93,98,6.9,2,100,Medium,10.7,84794.89
EMP020478,56,Italy,Finance,Remote,2021,50.9,83,81,5.8,0,95,Medium,10.0,93053.3
EMP020479,39,Germany,Education,Remote,2020,54.3,97,87,7.5,3,100,High,10.7,44145.31
EMP020480,52,France,Retail,On-site,2019,44.6,115,100,6.6,3,98,Medium,10.4,113009.91
EMP020481,28,USA,Tech,On-site,2018,58.5,76,82,5.7,2,74,High,6.6,35431.86
EMP020482,38,Australia,Healthcare,Hybrid,2018,48.4,113,96,7.3,3,100,Medium,9.5,127653.73
EMP020483,28,Australia,Retail,Hybrid,2025,50.9,85,81,5.5,5,89,Medium,8.1,85870.66
EMP020484,58,Australia,Tech,On-site,2025,51.0,98,100,7.5,4,97,Medium,8.7,60159.46
EMP020485,54,France,Tech,Remote,2020,53.0,75,85,7.6,3,100,High,10.8,85475.44
EMP020486,44,UK,Healthcare,On-site,2021,57.7,84,100,8.6,3,95,High,9.0,80996.63
EMP020487,22,Canada,Tech,Remote,2024,46.1,103,93,6.0,2,98,Medium,9.4,78641.7
EMP020488,25,India,Education,Hybrid,2023,56.4,102,99,7.3,0,97,High,8.7,119204.31
EMP020489,35,France,Retail,On-site,2018,39.7,89,100,8.2,5,100,Low,9.8,90904.93
EMP020490,38,Germany,Tech,On-site,2025,41.4,97,100,8.2,2,100,Low,10.2,32399.33
EMP020491,38,UK,Healthcare,Remote,2025,57.3,84,79,6.5,4,96,High,8.9,88935.27
EMP020492,44,India,Tech,Hybrid,2023,45.9,106,97,6.8,1,100,Medium,10.5,95150.36
EMP020493,24,Canada,Tech,Hybrid,2023,57.2,81,81,4.2,6,69,High,7.0,132268.58
EMP020494,57,UK,Healthcare,Hybrid,2023,33.4,116,100,8.7,0,100,Low,10.0,75974.23
EMP020495,30,Canada,Retail,Remote,2020,32.6,108,100,6.6,3,100,Low,11.0,57397.16
EMP020496,30,Australia,Healthcare,Hybrid,2021,53.4,89,88,6.6,0,100,High,9.2,110182.99
EMP020497,53,France,Education,On-site,2023,32.6,94,98,5.0,5,100,Low,9.2,139477.79
EMP020498,49,USA,Healthcare,Hybrid,2024,51.8,96,93,6.2,1,87,Medium,7.7,72891.75
EMP020499,32,Italy,Tech,On-site,2023,52.9,80,88,5.4,6,94,High,8.4,98375.21
EMP020500,29,India,Education,Hybrid,2022,46.3,72,89,5.5,5,90,Medium,9.7,66617.39
EMP020501,24,France,Healthcare,On-site,2022,58.4,82,89,6.7,0,94,High,9.1,52788.9
EMP020502,54,Germany,Retail,On-site,2018,43.4,87,100,8.5,5,100,Low,9.4,52353.35
EMP020503,34,Italy,Education,Remote,2024,55.7,104,92,7.4,4,93,High,8.3,74552.8
EMP020504,46,Italy,Education,On-site,2020,35.3,99,100,8.2,0,100,Low,9.6,54825.41
EMP020505,25,USA,Tech,Hybrid,2024,34.8,95,96,4.2,5,84,Low,9.2,144059.64
EMP020506,31,Germany,Healthcare,Remote,2022,49.6,73,91,6.6,3,98,Medium,9.7,81542.3
EMP020507,54,Italy,Education,On-site,2018,59.8,93,81,5.1,3,87,High,8.4,80825.54
EMP020508,41,Germany,Retail,Remote,2022,48.0,114,97,7.3,3,100,Medium,10.6,107460.15
EMP020509,25,Germany,Healthcare,Hybrid,2025,44.6,113,100,7.5,4,100,Medium,9.7,39710.41
EMP020510,55,Germany,Education,Hybrid,2022,46.3,86,100,8.6,5,100,Medium,9.7,113498.35
EMP020511,24,UK,Healthcare,Hybrid,2024,36.7,117,100,8.8,6,100,Low,9.5,134137.22
EMP020512,47,India,Finance,Remote,2019,38.2,82,95,5.7,4,100,Low,9.4,148380.21
EMP020513,32,France,Finance,Remote,2020,55.4,96,93,7.2,6,99,High,10.3,52665.11
EMP020514,30,Germany,Finance,Remote,2023,40.2,87,96,4.9,6,93,Low,8.6,72516.84
EMP020515,26,India,Healthcare,Hybrid,2018,53.5,72,81,4.8,5,74,High,8.3,61828.19
EMP020516,25,France,Healthcare,Hybrid,2025,56.2,111,98,8.9,6,100,High,9.0,102595.77
EMP020517,30,Australia,Retail,Remote,2022,53.2,92,89,7.4,2,100,High,10.1,115544.65
EMP020518,27,Germany,Retail,Hybrid,2018,41.2,89,88,4.9,6,100,Low,9.7,66908.1
EMP020519,38,India,Education,Remote,2021,37.4,88,90,5.0,3,98,Low,10.4,142913.09
EMP020520,21,UK,Education,Remote,2019,58.5,74,89,7.4,3,97,High,9.9,115897.58
EMP020521,54,Italy,Education,Hybrid,2019,42.9,84,78,5.0,6,90,Low,9.5,124883.04
EMP020522,27,Italy,Retail,On-site,2020,53.4,83,87,5.6,0,81,High,7.1,65602.38
EMP020523,51,Germany,Tech,On-site,2023,43.8,98,100,5.5,2,100,Low,9.7,40544.95
EMP020524,31,Australia,Tech,Hybrid,2018,30.2,97,100,5.1,1,92,Low,8.4,59522.15
EMP020525,51,Australia,Tech,Hybrid,2018,33.2,95,96,5.4,6,100,Low,10.3,56370.06
EMP020526,25,India,Healthcare,On-site,2021,39.6,87,100,7.2,5,100,Low,10.4,58166.19
EMP020527,48,Australia,Tech,On-site,2022,51.8,78,90,4.9,2,88,Medium,9.5,68963.25
EMP020528,54,France,Retail,Remote,2022,38.2,97,94,5.8,2,100,Low,10.5,120052.82
EMP020529,28,Germany,Healthcare,Remote,2025,35.9,87,95,5.1,6,99,Low,9.1,50250.91
EMP020530,52,USA,Tech,On-site,2019,52.1,106,100,8.5,2,96,High,9.5,88689.85
EMP020531,57,India,Healthcare,Hybrid,2023,44.0,111,100,6.5,5,100,Low,10.6,97580.75
EMP020532,37,Australia,Finance,On-site,2025,46.1,80,97,7.5,5,97,Medium,8.9,52840.53
EMP020533,36,Australia,Finance,Hybrid,2021,46.5,84,90,5.6,2,100,Medium,9.7,39670.72
EMP020534,50,USA,Healthcare,On-site,2025,35.1,110,100,6.4,6,100,Low,9.4,66324.44
EMP020535,33,Germany,Education,Hybrid,2022,38.1,100,100,6.5,6,100,Low,9.5,142193.89
EMP020536,53,India,Finance,Hybrid,2018,42.8,94,100,5.9,2,90,Low,9.1,107480.07
EMP020537,50,UK,Retail,Remote,2024,56.8,83,73,4.1,3,64,High,5.5,71322.21
EMP020538,44,India,Retail,On-site,2019,48.9,117,100,7.4,1,100,Medium,9.3,107656.77
EMP020539,52,Italy,Tech,Hybrid,2024,32.7,88,100,8.4,0,100,Low,10.7,38947.48
EMP020540,55,Germany,Education,Hybrid,2022,51.7,110,100,7.5,0,100,Medium,10.7,35208.45
EMP020541,29,Germany,Healthcare,On-site,2018,43.4,95,100,7.6,3,100,Low,9.5,65880.92
EMP020542,57,Canada,Finance,Remote,2018,50.1,117,99,8.0,3,100,Medium,9.8,59949.23
EMP020543,42,Canada,Education,Remote,2022,40.8,109,100,8.3,3,100,Low,11.0,96349.91
EMP020544,34,India,Education,Remote,2019,54.1,79,87,5.5,5,87,High,9.6,55621.53
EMP020545,53,USA,Healthcare,Hybrid,2020,55.6,74,92,5.1,0,74,High,7.0,108744.46
EMP020546,47,Germany,Retail,Remote,2018,46.6,70,85,4.5,5,78,Medium,8.2,106370.66
EMP020547,35,Germany,Healthcare,Remote,2019,37.1,114,100,6.6,1,100,Low,9.0,137088.27
EMP020548,33,USA,Healthcare,Remote,2024,48.3,108,96,7.0,5,95,Medium,9.8,33631.05
EMP020549,27,India,Finance,On-site,2018,38.1,117,100,6.6,0,100,Low,10.3,63335.4
EMP020550,32,Canada,Tech,On-site,2025,47.8,87,82,4.1,2,87,Medium,9.6,144405.82
EMP020551,46,UK,Tech,On-site,2022,51.2,111,100,8.6,5,96,Medium,10.1,65023.99
EMP020552,35,India,Healthcare,Hybrid,2023,43.7,101,100,9.0,4,100,Low,10.8,117983.55
EMP020553,57,Canada,Tech,Remote,2025,56.9,59,70,4.0,5,65,High,6.4,81751.5
EMP020554,39,Italy,Education,Remote,2024,30.6,92,100,8.4,2,100,Low,9.2,119443.09
EMP020555,23,USA,Education,Hybrid,2024,52.7,85,84,5.5,6,80,High,8.1,118267.7
EMP020556,49,India,Education,Remote,2022,32.7,95,100,5.2,2,97,Low,8.9,115184.09
EMP020557,22,Canada,Tech,Hybrid,2025,46.1,83,98,6.6,2,89,Medium,8.6,109962.99
EMP020558,38,UK,Healthcare,Hybrid,2024,41.1,77,91,4.7,6,93,Low,8.3,139341.32
EMP020559,52,Italy,Healthcare,On-site,2025,32.7,114,100,7.0,3,100,Low,10.2,64653.02
EMP020560,53,UK,Education,On-site,2021,52.9,86,89,8.3,6,100,High,10.6,144656.86
EMP020561,50,Canada,Education,On-site,2021,38.1,86,93,5.4,2,88,Low,8.4,32238.41
EMP020562,56,USA,Tech,On-site,2022,33.0,116,98,5.1,3,100,Low,9.5,145418.72
EMP020563,28,Germany,Tech,Hybrid,2022,41.7,91,100,7.2,3,100,Low,9.6,128646.07
EMP020564,28,Italy,Education,Hybrid,2018,48.2,90,85,4.3,0,82,Medium,8.1,69961.14
EMP020565,44,USA,Retail,Remote,2021,48.2,103,92,6.1,1,100,Medium,10.3,99818.89
EMP020566,41,Canada,Finance,Remote,2024,50.0,118,100,7.6,4,100,Medium,9.0,74885.9
EMP020567,27,Italy,Tech,Hybrid,2020,34.4,87,100,5.9,4,100,Low,10.0,60832.35
EMP020568,51,Canada,Finance,Remote,2025,59.3,91,87,5.6,1,78,High,8.3,90381.49
EMP020569,39,Australia,Finance,Remote,2020,38.9,81,100,6.1,4,100,Low,10.5,49329.11
EMP020570,30,Canada,Education,On-site,2023,38.3,107,100,7.3,1,100,Low,9.0,63061.44
EMP020571,48,Canada,Healthcare,Remote,2025,52.8,82,100,8.9,1,100,High,10.1,140376.9
EMP020572,58,Germany,Tech,Hybrid,2020,32.7,117,100,7.0,2,100,Low,10.9,69101.65
EMP020573,48,Italy,Education,Remote,2022,59.3,88,94,6.3,4,82,High,8.2,126949.86
EMP020574,40,Canada,Tech,Remote,2025,49.8,93,88,4.8,3,93,Medium,10.3,142061.71
EMP020575,28,USA,Finance,On-site,2023,36.7,100,100,8.9,5,100,Low,9.5,35968.2
EMP020576,56,UK,Education,On-site,2021,55.7,78,94,8.4,4,100,High,10.6,140810.02
EMP020577,39,Canada,Retail,Hybrid,2020,31.6,84,100,5.4,2,100,Low,9.1,88022.79
EMP020578,38,France,Finance,On-site,2018,50.5,80,100,8.3,3,100,Medium,10.0,37522.82
EMP020579,34,Italy,Retail,On-site,2025,56.1,80,88,5.2,6,79,High,8.7,42478.6
EMP020580,50,Australia,Finance,On-site,2022,31.0,87,100,8.4,3,100,Low,9.9,122620.63
EMP020581,35,Germany,Retail,Remote,2022,44.5,67,81,5.6,6,86,Medium,9.3,97713.48
EMP020582,48,France,Healthcare,On-site,2024,52.7,113,98,7.3,6,100,High,9.6,41493.2
EMP020583,39,UK,Tech,On-site,2019,36.0,91,94,5.0,6,95,Low,9.5,79702.51
EMP020584,32,USA,Tech,On-site,2025,42.6,101,100,8.0,5,100,Low,9.1,77565.16
EMP020585,37,France,Healthcare,Hybrid,2022,44.9,86,100,8.4,4,100,Medium,10.4,48362.92
EMP020586,30,Canada,Education,On-site,2024,35.6,94,100,7.1,3,100,Low,9.1,72324.75
EMP020587,56,Canada,Finance,Remote,2020,33.7,96,100,8.4,4,100,Low,10.5,84433.67
EMP020588,24,Australia,Finance,On-site,2020,36.4,114,100,8.5,2,100,Low,10.3,46590.68
EMP020589,31,India,Education,Hybrid,2018,57.8,92,96,8.7,1,100,High,10.4,92664.88
EMP020590,53,UK,Tech,On-site,2020,48.1,97,89,5.1,4,89,Medium,8.6,34352.12
EMP020591,22,India,Retail,Remote,2019,31.2,88,100,5.0,3,100,Low,10.1,139334.1
EMP020592,36,UK,Finance,Remote,2020,42.1,111,100,8.9,1,100,Low,9.3,52305.86
EMP020593,33,Canada,Healthcare,Hybrid,2018,36.0,97,100,7.2,5,99,Low,9.1,49845.29
EMP020594,25,India,Healthcare,Hybrid,2021,40.4,100,91,5.5,2,94,Low,9.3,66244.52
EMP020595,48,Germany,Healthcare,Remote,2020,57.1,90,76,5.0,4,83,High,7.7,69927.88
EMP020596,46,UK,Healthcare,Remote,2022,36.5,89,95,5.7,5,96,Low,9.4,69862.88
EMP020597,48,India,Education,Hybrid,2022,38.1,79,86,4.6,1,88,Low,8.7,93826.31
EMP020598,34,Australia,Tech,Hybrid,2020,35.2,110,100,8.7,1,100,Low,9.4,100789.19
EMP020599,53,India,Retail,Hybrid,2021,47.0,112,100,7.9,5,96,Medium,10.3,57674.01
